bookId,title,author,rating,num_pages,publish_date,publisher
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,272,2005-5-11,Basic Books
842,The Psychology of Everyday Things,Donald A. Norman,4.17,257,1988-6-13,Basic Books
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones,4.27,259,2006-4-30,Ignatius Press
864,The Alchemist,Paulo Coelho,3.86,192,2006-5-2,HarperOne
865,The Alchemist,Paulo Coelho,3.86,197,1993-5-1,HarperCollins
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa,4.57,192,2006-9-19,VIZ Media LLC
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,4.56,192,2005-9-13,VIZ Media LLC
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa,4.57,192,2006-7-18,VIZ Media LLC
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa,4.50,192,2005-5-3,VIZ Media LLC
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,4.55,200,2005-11-8,VIZ Media LLC
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho,3.86,198,1998-11-1,HarperCollins Publishers
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa,4.52,192,2005-7-5,VIZ Media LLC
880,Pompeii,Robert   Harris,3.82,274,2005-11-8,Random House Trade Paperbacks
888,The Last Days of Pompeii,Edward Bulwer-Lytton,3.60,360,2002-12-3,Borgo Press
890,Of Mice and Men,John Steinbeck,3.87,103,2002-1-8,Penguin Books
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,464,2005-9-6,It Books
902,The Westing Game,Ellen Raskin,4.02,182,2004-4-12,Puffin
903,The Egypt Game,Zilpha Keatley Snyder,3.83,215,2009-7-7,Turtleback Books
929,Memoirs of a Geisha,Arthur Golden,4.11,503,2005-11-22,Vintage Books USA
930,Memoirs of a Geisha,Arthur Golden,4.11,434,2005-11-15,Random House Large Print Publishing
931,Memoirs of a Geisha,Arthur Golden,4.11,497,2005-12-1,Vintage
932,Memoirs of a Geisha: A Portrait of the Film,David        James,4.08,144,2005-10-20,Newmarket Press
933,Memoirs of a Geisha,Arthur Golden,4.11,497,1998-6-4,Vintage
935,Geisha of Gion,Mineko Iwasaki,3.93,334,2003-5-6,Pocket Books
941,Love As A Foreign Language #5,J. Torres,3.44,58,2006-2-1,Oni Press
944,Jungle Love,Margaret Johnson,3.41,95,2002-8-1,Cambridge University Press
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.70,0,2005-1-1,Moody Publishers
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,736,2006-4-1,Pocket Books
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,508,2005-12-1,Umbriel
966,Angeles & Demonios,Dan Brown,3.89,18,2005-12-1,FonoLibro
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,489,2006-3-28,Anchor
969,The Da Vinci Code,Dan Brown,3.84,467,2006-3-28,Broadway Books
972,Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,744,2005-5-3,Pocket
975,Deception Point,Dan Brown,3.71,736,2006-4-1,Pocket Books
977,Deception Point,Dan Brown,3.71,585,2004-5-1,Corgi Books
980,Deception Point,Dan Brown,3.71,448,2005-8-1,Bantam Press
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,383,2005-2-1,Pinnacle
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,4.03,258,1998-10-1,Gallery Books
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,320,2005-9-1,Tarcherperigee
1007,Think and Grow Rich,Napoleon Hill,4.18,368,2004-8-7,High Roads Media
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,256,2006-6-7,Pragmatic Bookshelf
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,288,2005-6-1,Firebrand Books
1032,Trump: The Art of the Deal,Donald J. Trump,3.66,384,2004-12-28,Ballantine Books
1052,The Richest Man in Babylon,George S. Clason,4.26,194,2008-2-1,Berkley Books
1053,The Richest Man in Babylon,George S. Clason,4.26,4,2005-6-17,Recorded Books  Inc.
1059,Shibumi,Trevanian,4.21,480,2005-5-10,Broadway Books
1067,1776,David McCullough,4.07,386,2006-7-4,Simon  Schuster
1068,1776,Peter  Stone,4.22,192,1976-11-18,Penguin Books
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,284,2000-7-15,University of Chicago Press
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,418,2009-3-4,Howard Publishing Co
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,5,2005-3-15,Zondervan
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,399,2005-7-5,Harper Perennial
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,384,2002-4-4,Penguin Books
1103,Snow Flower and the Secret Fan,Lisa See,4.07,269,2006-2-21,Random House
1110,The Broker,John Grisham,3.78,422,2006-9-26,Delta
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,1344,1975-7-12,Vintage
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,320,2006-7-25,Ballantine Books
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,3.74,201,1999-6-10,HarperCollins Publishers  Inc.
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke,3.65,288,2005-4-1,Rodale Books
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,405,2003-11-26,High Point Media
1130,The Warren Buffett Way,Robert G. Hagstrom,4.13,245,2005-10-1,John Wiley & Sons
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles,4.07,432,2003-4-18,Wiley
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky,3.15,368,2005-5-15,B Books
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park,3.99,68,1993-2-16,Random House Books for Young Readers
1169,Monkey Business,Sarah Mlynowski,3.67,392,2004-9-24,Red Dress Ink
1171,Liar's Poker,Michael   Lewis,4.15,256,1990-10-1,Penguin Books
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,214,1993-6-1,Walker & Company
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno,4.08,64,2001-3-1,Ryland Peters & Small
1191,Giada's Family Dinners,Giada De Laurentiis,3.96,256,2006-4-4,Clarkson Potter
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,256,2005-2-22,Clarkson Potter
1193,Everyday Pasta,Giada De Laurentiis,4.09,240,2007-4-3,Clarkson Potter
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence,4.09,256,2006-9-26,Clarkson Potter
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence,4.06,304,2003-3-25,Clarkson Potter Publishers
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence,3.92,287,2004-10-1,Clarkson Potter Publishers
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,320,2006-10-17,William Morrow
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt,3.97,250,2006-8-1,Ediciones B
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,496,2006-12-8,Harper
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.27,338,2006-6-1,Putnam Publishing Group
1226,Life of Pi,Yann Martel,3.91,401,2004-5-3,Mariner Books / Harvest Books
1230,L'Histoire de Pi,Yann Martel,3.91,448,2005-11-24,Gallimard
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,400,1999-9-1,Penguin Books
1241,A Million Little Pieces,James Frey,3.65,515,2005-9-22,Anchor Books
1242,A Million Little Pieces of Feces,Python Bonkers,3.56,256,2006-2-10,Lulu.com
1243,A Million Little Lies,James Pinocchio,3.41,191,2006-3-28,William Morrow Paperbacks
1246,The Leadership Challenge,James M. Kouzes,4.05,458,2003-8-7,Jossey-Bass
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,193,1993-2-1,Business Plus
1255,Leadership in Organizations,Gary Yukl,3.68,542,2005-7-7,Prentice Hall
1265,Leadership,Rudolph W. Giuliani,3.72,397,2002-10-1,Little  Brown
1274,Men Are from Mars  Women Are from Venus,John Gray,3.55,368,2012-4-3,Harper Paperbacks
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,368,1998-10-21,Harper
1281,Men Are from Mars  Women Are from Venus,John Gray,3.55,2,2007-4-3,HarperAudio
1290,How to Succeed with Women,Ron  Louis,3.76,320,1998-10-29,Prentice Hall Press
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,512,2002-6-25,Bantam
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,468,1980-5-4,Crown Publishing Group
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,317,2004-3-17,W. W. Norton  Company
1302,Juiced Official Strategy Guide,Doug Walsh,0.00,112,2005-6-1,BradyGames
1303,The 48 Laws of Power,Robert Greene,4.18,452,2000-9-1,Penguin (Business)
1305,Gates of Fire,Steven Pressfield,4.42,392,2005-9-27,Bantam
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis,4.07,414,1992-3-1,Spectra Books
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,721,2001-6-18,Tor Classics
1315,The Afghan Campaign,Steven Pressfield,3.96,354,2006-7-1,Doubleday Books
1317,Tides of War,Steven Pressfield,3.90,448,2001-8-28,Bantam
1318,Last of the Amazons,Steven Pressfield,3.76,400,2003-7-1,Bantam
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,4.00,168,2003-4-1,Warner Books
1320,Gita on the Green,Stephen J. Rosen,3.78,176,2002-5-30,Continuum
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo,3.91,340,2006-4-24,Stackpole Books
1326,Phaedrus and Letters VII and VIII,Plato,4.10,160,1973-1-30,Penguin Classics
1327,Phaedrus,Plato,3.92,128,2003-1-16,Oxford University Press  USA
1328,Phaedrus,Plato,3.92,176,2005-8-25,Penguin Classics
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato,4.47,157,1991-12-1,Prometheus Books
1337,Enthusiasm and Divine Madness,Josef Pieper,4.50,125,2019-2-11,St. Augustines Press
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato,4.06,272,2006-6-15,Hackett Publishing Company  Inc.
1342,Gorgias/Phaedrus (Agora),Plato,4.35,233,1998-9-1,Cornell University Press
1351,Statesman,Plato,3.85,128,1999-3-15,Hackett Publishing Company  Inc.
1354,Gorgias,Plato,3.95,208,2004-1-29,Penguin Classics
1362,The Histories,Herodotus,3.99,716,2003-1-30,Penguin Books
1363,The Histories,Herodotus,3.99,622,1954-9-1,Penguin Classics
1364,The History (Great Minds),Herodotus,3.99,613,1992-11-1,Prometheus Books
1365,The Histories,Herodotus,3.99,772,1998-11-19,Oxford University Press
1366,The Histories,Herodotus,3.99,653,1970-8-30,Penguin Classics
1367,The Histories,Herodotus,3.99,464,1992-1-17,W.W. Norton & Company
1368,The Histories,Herodotus,3.99,816,1997-3-25,Everyman's Library 234
1369,The History,Herodotus,3.99,710,1987-3-14,University of Chicago Press
1371,The Iliad,Homer,3.86,683,1999-4-29,Penguin Classics
1373,Iliad,Homer,3.86,574,1997-3-12,Hackett Publishing Company  Inc.
1374,The Iliad,Homer,3.86,588,2004-4-3,Farrar  Straus and Giroux
1375,The Iliad/The Odyssey,Homer,4.04,1556,1999-11-1,Penguin Classics
1376,The Iliad,Homer,3.86,462,2003-1-30,Penguin Classics
1377,The Iliad,Homer,3.86,312,1999-8-1,Signet Classics
1378,The Essential Iliad,Homer,3.86,216,2000-9-15,Hackett Publishing Company  Inc.
1381,The Odyssey,Homer,3.76,541,2006-11-30,Penguin Classics
1382,The Odyssey,Homer,3.76,515,1998-11-5,Farrar  Straus and Giroux
1383,The Odyssey,Homer,3.76,374,1999-6-1,Harper Perennial
1384,The Odyssey,Homer,3.76,324,2003-1-30,Penguin Classics
1387,The Odyssey,Homer,3.76,304,1999-8-1,Signet Classics
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil,4.35,161,2001-1-1,Bolchazy-Carducci Publishers
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil,4.22,607,1999-10-1,Harvard University Press
1403,City Eclogue,Ed Roberson,4.13,136,2006-1-30,Atelos Press
1405,The Eclogues and The Georgics,Virgil,3.80,180,1999-9-2,Oxford University Press
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,272,1997-12-3,Harvard Common Press
1417,The Complete Pelican Shakespeare,William Shakespeare,4.50,1808,2002-11-7,Viking
1419,The Complete Works,William Shakespeare,4.50,1248,1991-10-13,Gramercy
1420,Hamlet,William Shakespeare,4.02,289,2005-8-1,Cambridge University Press
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,4.44,137,1994-2-1,Applause Books
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho,3.64,272,1995-5-1,HarperOne
1425,The Valkyries,Paulo Coelho,3.31,212,1996-9-28,HarperOne
1426,Warrior of the Light,Paulo Coelho,3.70,142,2004-3-30,HarperOne
1427,The Zahir,Paulo Coelho,3.57,336,2006-7-3,HarperOne
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,208,2006-5-23,HarperOne
1429,The Fifth Mountain,Paulo Coelho,3.62,256,2000-4-26,HarperOne
1431,Veronika Decides to Die,Paulo Coelho,3.70,210,2006-6-1,Harper Perennial
1433,Hamlet,William Shakespeare,4.02,148,2001-12-1,Penguin Books
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,129,2000-5-30,Cliffs Notes
1438,Shakespeare's Hamlet,William Shakespeare,4.02,240,2000-5-29,Cliffs Notes
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana,4.29,450,2015-3-24,Nonpareil Books
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides,4.32,496,1919-1-1,Harvard University Press
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides,3.72,172,1993-10-1,Hackett Publishing Company  Inc.
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides,4.35,400,1921-1-1,Harvard University Press
1445,The Peloponnesian War,Thucydides,3.90,530,1998-6-1,Hackett Publishing Company  Inc.
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides,3.90,554,1998-7-17,W. W. Norton & Company
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides,4.29,480,1923-1-1,Harvard University Press
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.50,34,1989-1-30,Bryn Mawr Commentaries
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides,4.03,221,1955-2-15,University of Chicago Press
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,4.21,228,1969-1-15,University of Chicago Press
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides,4.21,307,1968-11-15,University of Chicago Press
1466,Grief Lessons: Four Plays by Euripides,Anne Carson,4.40,312,2006-8-1,New York Review of Books
1467,Ten Plays,Euripides,4.17,432,1990-8-1,Bantam Classics
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides,4.00,255,1992-1-15,University of Chicago Press
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides,4.31,264,2002-4-15,University of Chicago Press
1473,Medea and Other Plays,Euripides,4.03,206,2003-3-27,Penguin Books
1474,Cyclops / Alcestis / Medea,Euripides,4.23,432,1994-1-1,Loeb Classical Library
1475,Medea,Euripides,3.87,431,2002-9-16,Cambridge University Press
1476,The Bacchae and Other Plays,Euripides,4.14,360,2006-1-26,Penguin Classics
1479,Bakkhai,Euripides,3.88,160,2001-2-22,Oxford University Press  USA
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides,3.78,192,2000-11-9,Bloomsbury Methuen Drama
1486,The Trojan Women and Hippolytus,Euripides,3.63,64,2002-7-17,Dover Publications
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,128,2004-7-17,W. W. Norton  Company
1489,Orestes and Other Plays,Euripides,4.10,282,2001-12-20,Oxford University Press
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides,4.26,528,1995-2-15,Loeb Classical Library
1494,Alcestis,Euripides,3.83,142,1990-2-1,Oxford University Press  USA
1495,Suppliant Women / Electra / Heracles,Euripides,4.47,464,1998-9-1,Loeb Classical Library
1499,Medea,Euripides,3.87,116,2006-8-10,Oxford University Press  USA
1504,Euripides: Medea,William Allan,4.04,160,2002-10-31,Bristol Classical Press
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.20,69,1965-9-13,Cliffs Notes
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides,4.03,528,1999-12-1,Loeb Classical Library
1510,Helen / Phoenician Women / Orestes,Euripides,4.07,605,2002-6-15,Loeb Classical Library
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides,4.03,144,2006-3-9,Bristol Classical Press
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides,4.43,672,1992-8-1,University of Chicago Press
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus,4.02,171,1969-5-15,University of Chicago Press
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus,4.10,188,1992-2-1,University of Chicago Press
1518,The Oresteia,Aeschylus,4.02,304,2004-10-7,Oxford University Press  USA
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus,4.02,335,1984-2-7,Penguin Classics
1521,Oresteia,Aeschylus,4.02,224,1998-9-15,Hackett Publishing Company  Inc.
1523,Prometheus Bound and Other Plays,Aeschylus,4.10,160,1961-8-30,Penguin Books
1525,The Oresteia,Aeschylus,4.02,208,2004-9-4,Farrar  Straus and Giroux
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus,4.02,178,1997-11-1,University of Pennsylvania Press
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus,4.10,358,1992-8-1,University of Chicago Press
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,95,2004-1-22,Cambridge University Press
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus,4.02,127,2004-1-20,Everyman's Library
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus,4.10,232,1998-1-1,University of Pennsylvania Press
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus,4.02,151,1996-9-24,Dover Publications
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus,4.10,208,2004-6-17,Kessinger Publishing
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles,4.14,254,1969-5-15,University of Chicago Press
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles,3.97,288,1996-5-1,Plume
1538,The Complete Plays,Sophocles,4.27,420,2001-3-1,New American Library
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles,3.97,259,2002-11-1,Mariner Books
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles,3.97,430,2000-1-3,Penguin Books
1546,Theban Plays,Sophocles,3.97,304,2003-3-15,Hackett Publishing Company  Inc.
1547,The Theban Plays (Everyman's Library  #93),Sophocles,3.97,223,1994-10-18,Alfred A. Knopf
1548,Electra and Other Plays,Sophocles,4.14,218,1953-4-30,Penguin
1549,Antigone; Oedipus the Kingn; Electra,Sophocles,3.94,178,1998-9-17,Oxford University Press
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles,3.70,75,2006-6-22,Prestwick House - (Literary Touchstone Classic)
1555,The Oedipus Plays of Sophocles,Sophocles,3.97,390,1958-9-1,Signet Books (NY)
1558,Oedipus Rex (Greek and Latin Classics),Sophocles,3.70,214,2006-8-1,Cambridge University Press
1559,Oedipus the King,Sophocles,3.70,144,2005-7-1,Simon  Schuster
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes,4.06,624,1984-11-1,Plume
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes,3.94,256,1996-8-27,Routledge
1562,The Complete Plays,Aristophanes,4.21,577,1984-3-1,Bantam Classics
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes,3.83,336,1998-1-29,University of Pennsylvania Press
