userId,user,book_name,book_rating,book_num_pages,book_publish_date
39,Marcille,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),4.57,192,2006-7-18
39,Marcille,The Portrait of a Lady,3.78,797,2003-9-30
39,Marcille,A Killing Rain (Louis Kincaid  #6),4.04,383,2005-2-1
39,Marcille,The Egypt Game,3.83,215,2009-7-7
39,Marcille,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,4.06,272,2006-6-15
39,Marcille,How to Succeed with Women,3.76,320,1998-10-29
39,Marcille,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,3.83,334,2006-5-15
39,Marcille,Rereading America: Cultural Contexts for Critical Thinking and Writing,3.77,826,2004-1-21
39,Marcille,Leadership in Organizations,3.68,542,2005-7-7
39,Marcille,Bill Bryson's African Diary,3.44,55,2002-12-3
39,Marcille,God Emperor of Dune (Dune Chronicles  #4),3.84,423,1987-6-15
39,Marcille,The Fifth Mountain,3.62,256,2000-4-26
39,Marcille,Giada's Family Dinners,3.96,256,2006-4-4
39,Marcille,Cryptonomicon,4.25,1139,2002-11-1
39,Marcille,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,4.02,335,1984-2-7
39,Marcille,Phaedrus,3.92,176,2005-8-25
39,Marcille,ebay Timesaving Techniques for Dummies,3.39,391,2004-5-31
40,Jud,The Zahir,3.57,336,2006-7-3
40,Jud,God Emperor of Dune (Dune Chronicles  #4),3.84,423,1987-6-15
41,Brea,The Names,3.64,339,1989-7-17
41,Brea,Love Letters,3.68,178,1999-7-1
41,Brea,The Trojan Women and Hippolytus,3.63,64,2002-7-17
41,Brea,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,2005-11-1
41,Brea,Orestes and Other Plays,4.10,282,2001-12-20
41,Brea,The Confusion (The Baroque Cycle  #2),4.26,815,2005-6-14
41,Brea,Trump: The Art of the Deal,3.66,384,2004-12-28
41,Brea,Out to Eat London 2002 (Lonely Planet Out to Eat),0.00,295,2001-9-1
41,Brea,Eclogues. Georgics. Aeneid: Books 1-6,4.22,607,1999-10-1
42,Renato,Crónica de una muerte anunciada,3.97,118,2003-10-14
42,Renato,Oedipus Rex (Greek and Latin Classics),3.70,214,2006-8-1
42,Renato,Deception Point,3.71,736,2006-4-1
42,Renato,Getting Results with Curriculum Mapping,3.25,192,2004-11-15
42,Renato,Snow Flower and the Secret Fan,4.07,269,2006-2-21
42,Renato,History of the Peloponnesian War  Bk. 7-8,4.29,480,1923-1-1
42,Renato,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,3.91,272,2002-1-29
42,Renato,The Oresteia,4.02,208,2004-9-4
42,Renato,Boys of Summer,3.77,249,2006-6-27
42,Renato,In a Sunburned Country,4.07,335,2001-5-15
42,Renato,I am Charlotte Simmons,3.42,738,2005-8-30
42,Renato,The Lord of the Rings (The Lord of the Rings  #1-3),4.50,1184,2004-10-21
42,Renato,Ruby Ann's Down Home Trailer Park Cookbook,4.12,240,2005-5-3
42,Renato,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,3.90,554,1998-7-17
43,Bartholomew,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,3.78,542,2001-2-1
43,Bartholomew,The Clan of the Cave Bear (Earth's Children  #1),4.05,468,1980-5-4
43,Bartholomew,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,4.18,320,2005-9-1
43,Bartholomew,Stranger in a Strange Land,3.92,528,1991-10-1
43,Bartholomew,Cyclops / Alcestis / Medea,4.23,432,1994-1-1
43,Bartholomew,Crónica de una muerte anunciada,3.97,118,2003-10-14
43,Bartholomew,Anna Karenina,4.05,803,2003-7-1
43,Bartholomew,Memoirs of a Geisha,4.11,497,1998-6-4
43,Bartholomew,Slow Learner: Early Stories,3.50,193,1985-4-30
43,Bartholomew,Travels in the Scriptorium,3.23,145,2007-1-23
43,Bartholomew,Another Bullshit Night in Suck City,3.78,347,2005-9-12
44,Ike,Changeling (Changeling  #1),3.60,256,2006-8-17
44,Ike,The Lord of the Rings (The Lord of the Rings  #1-3),4.50,1184,2004-10-21
45,Marj,Tropic of Capricorn,3.78,348,1994-1-13
45,Marj,Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),4.78,2690,2004-9-13
45,Marj,Ruby Ann's Down Home Trailer Park Cookbook,4.12,240,2005-5-3
45,Marj,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,3.97,250,2006-8-1
45,Marj,Ruby Cookbook,3.84,873,2006-7-29
45,Marj,Against the Day,4.13,1085,2006-11-21
46,Stormi,The Zen of CSS Design: Visual Enlightenment for the Web,3.98,296,2005-2-17
46,Stormi,The Plot Against America,3.77,391,2005-9-27
46,Stormi,Anna Karenina,4.05,960,2002-11-5
46,Stormi,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),4.56,435,2004-5-1
46,Stormi,The Histories,3.99,653,1970-8-30
46,Stormi,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),3.58,256,2006-6-7
46,Stormi,The Game: Penetrating the Secret Society of Pickup Artists,3.74,464,2005-9-6
46,Stormi,Sailing for Dummies,3.95,416,2006-6-1
46,Stormi,The Confusion (The Baroque Cycle  #2),4.26,815,2005-6-14
46,Stormi,Leadership in Organizations,3.68,542,2005-7-7
46,Stormi,The Player's Handbook: The Ultimate Guide on Dating and Relationships,3.82,123,2004-5-10
47,Norene,Wish You Were Here: The Official Biography of Douglas Adams,4.14,368,2005-12-27
47,Norene,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,4.02,335,1984-2-7
47,Norene,Iliad,3.86,574,1997-3-12
47,Norene,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),4.10,188,1992-2-1
47,Norene,Cyclops / Alcestis / Medea,4.23,432,1994-1-1
47,Norene,There's Always Enough: The Miraculous Move of God in Mozambique,4.46,192,2003-4-28
47,Norene,Blood Stripes: The Grunt's View of the War in Iraq,3.91,340,2006-4-24
47,Norene,Moon Palace,3.94,320,1990-4-1
47,Norene,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,4.07,425,2004-9-2
48,Rem,Kahlil Gibran: His Life and World,4.21,464,1998-4-1
48,Rem,Heidi (Heidi  #1-2),3.99,352,2002-11-15
48,Rem,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),4.03,95,2004-1-22
48,Rem,The Iliad,3.86,462,2003-1-30
48,Rem,The Clan of the Cave Bear (Earth's Children  #1),4.05,512,2002-6-25
48,Rem,Quiet Days in Clichy,3.69,154,1994-1-13
48,Rem,The Da Vinci Code (Robert Langdon  #2),3.84,489,2006-3-28
48,Rem,Ruby Ann's Down Home Trailer Park Cookbook,4.12,240,2005-5-3
48,Rem,The 5 Love Languages / The 5 Love Languages Journal,4.70,0,2005-1-1
49,Jessika,eBay Business All-in-One Desk Reference for Dummies,3.89,864,2005-4-25
49,Jessika,CliffsNotes on Euripides' Medea and Electra,4.20,69,1965-9-13
49,Jessika,Jungle Love,3.41,95,2002-8-1
49,Jessika,The History (Great Minds),3.99,613,1992-11-1
49,Jessika,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,3.48,336,2005-5-3
49,Jessika,The Histories,3.99,716,2003-1-30
49,Jessika,The Changeling Sea,4.06,137,2003-4-14
49,Jessika,Nexus (The Rosy Crucifixion  #3),4.10,316,1994-1-13
49,Jessika,Lord of the Flies,3.68,6,2005-10-11
50,Prissie,The Locked Room (The New York Trilogy  #3),3.89,179,1986-11-1
50,Prissie,The 48 Laws of Power,4.18,452,2000-9-1
50,Prissie,The Gate of Fire (Oath Of Empire Book Two),3.58,721,2001-6-18
50,Prissie,The Kingdom of God Is Within You,4.13,352,2006-9-8
50,Prissie,The Natural,3.63,231,2003-7-7
50,Prissie,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,3.78,542,2001-2-1
50,Prissie,100 Years of Lynchings,4.61,270,1996-11-22
50,Prissie,The Ravishing of Lol Stein,3.66,181,1986-3-12
50,Prissie,The Fellowship of the Ring (The Lord of the Rings  #1),4.36,398,2003-9-5
50,Prissie,Del amor y otros demonios,3.98,176,2006-2-7
50,Prissie,The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,1996-1-17
52,Marylin,Great Jones Street,3.48,272,1994-1-1
52,Marylin,Veronika Decides to Die,3.70,210,2006-6-1
52,Marylin,Collected Stories,4.19,352,2008-5-13
52,Marylin,The Histories,3.99,772,1998-11-19
52,Marylin,The Iliad,3.86,588,2004-4-3
52,Marylin,History of the Peloponnesian War  Bk. 7-8,4.29,480,1923-1-1
52,Marylin,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),4.57,192,2006-7-18
52,Marylin,The Gettysburg Address,4.53,32,1998-2-2
53,Reyna,Memoirs of a Geisha,4.11,497,1998-6-4
53,Reyna,The Power of One: The Solo Play for Playwrights  Actors  and Directors,3.67,240,2000-2-7
53,Reyna,Treasure Island (Great Illustrated Classics),4.05,232,2006-1-31
53,Reyna,Helen / Phoenician Women / Orestes,4.07,605,2002-6-15
53,Reyna,A Shadow in Summer (Long Price Quartet  #1),3.60,331,2006-3-7
53,Reyna,The Cobweb,3.61,448,2005-5-31
53,Reyna,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),3.77,540,2006-4-25
53,Reyna,The Big U,3.25,308,2001-2-6
53,Reyna,The Natural,3.63,231,2003-7-7
53,Reyna,Men Are from Mars  Women Are from Venus,3.55,2,2007-4-3
53,Reyna,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,4.50,1122,2006-10-17
53,Reyna,The Da Vinci Code,3.84,467,2006-3-28
53,Reyna,Wish You Were Here: The Official Biography of Douglas Adams,4.14,368,2005-12-27
53,Reyna,Shadows and Wind: A View of Modern Vietnam,3.49,400,1999-9-1
54,Audre,Golding's Lord of the Flies (Cliffs Notes),3.95,112,2000-6-13
54,Audre,A Book of Common Prayer,3.80,272,1995-4-11
54,Audre,Wish You Were Here: The Official Biography of Douglas Adams,4.14,368,2005-12-27
54,Audre,Theban Plays,3.97,304,2003-3-15
54,Audre,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,3.94,256,1996-8-27
54,Audre,Treasure Island,3.83,213,2004-10-1
55,Sergeant,Starting an eBay Business for Dummies,3.55,384,2004-9-17
55,Sergeant,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,3.40,211,2006-2-1
55,Sergeant,Bill Bryson's African Diary,3.44,55,2002-12-3
55,Sergeant,Gorgias,3.95,208,2004-1-29
55,Sergeant,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,4.39,576,1998-9-17
55,Sergeant,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,3.64,272,1995-5-1
55,Sergeant,Men Are from Mars  Women Are from Venus,3.55,2,2007-4-3
55,Sergeant,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,3.64,272,1995-5-1
55,Sergeant,The Odyssey,3.76,304,1999-8-1
55,Sergeant,Growing Up Untouchable in India: A Dalit Autobiography,3.65,224,2000-12-20
55,Sergeant,Untouchable,3.71,160,1990-7-3
55,Sergeant,Love Letters,3.68,178,1999-7-1
55,Sergeant,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,4.27,259,2006-4-30
55,Sergeant,The Power of One: One Person  One Rule  One Month,4.28,256,2004-11-1
55,Sergeant,The Power Broker: A Novel (Christian Gillette  #3),3.75,320,2006-7-25
55,Sergeant,The Phantom Tollbooth: A Children's Play in Two Acts,4.13,72,2011-1-12
55,Sergeant,The Power of One: The Solo Play for Playwrights  Actors  and Directors,3.67,240,2000-2-7
55,Sergeant,Bowling Alone: The Collapse and Revival of American Community,3.80,544,2001-8-7
56,Amandy,Heidi (Heidi  #1-2),3.99,352,2002-11-15
57,Blanche,Agile Web Development with Rails: A Pragmatic Guide,3.84,558,2005-7-28
57,Blanche,The Wedding Clause,3.60,256,2005-6-7
57,Blanche,The Alchemist,3.86,192,2006-5-2
57,Blanche,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,3.90,554,1998-7-17
57,Blanche,Mason & Dixon,4.07,773,2004-1-3
58,Lynnea,The War,3.85,192,1994-8-1
58,Lynnea,Shibumi,4.21,480,2005-5-10
58,Lynnea,The Alchemist,3.86,192,2006-5-2
59,Ronen,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3.97,320,2006-10-17
59,Ronen,The Zebra Wall,3.44,147,2005-2-15
59,Ronen,Treasure Island,3.83,245,2005-6-1
59,Ronen,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,3.94,138,2006-3-29
59,Ronen,The Beloved: Reflections on the Path of the Heart,4.19,102,1998-1-1
59,Ronen,Sailing for Dummies,3.95,416,2006-6-1
59,Ronen,Miami Blues (Hoke Moseley #1),3.94,191,2004-8-10
59,Ronen,Henry Miller on Writing,4.22,217,1964-2-1
59,Ronen,Where I Was From,3.86,240,2004-9-14
59,Ronen,The 48 Laws of Power,4.18,452,2000-9-1
59,Ronen,CliffsNotes on Tolstoy's Anna Karenina,3.85,80,1965-11-26
59,Ronen,Rereading America: Cultural Contexts for Critical Thinking and Writing,3.77,826,2004-1-21
59,Ronen,Interface,3.68,640,2005-5-31
60,Megan,Liar's Poker,4.15,256,1990-10-1
60,Megan,The Mini Rough Guide to London,3.75,363,2006-4-1
60,Megan,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3.93,336,2003-7-1
60,Megan,Deception Point,3.71,448,2005-8-1
60,Megan,The Lord of the Rings: Weapons and Warfare,4.53,218,2003-11-5
60,Megan,The Lovely Bones,3.81,532,2004-4-1
60,Megan,Eclogues. Georgics. Aeneid: Books 1-6,4.22,607,1999-10-1
60,Megan,Been Down So Long It Looks Like Up To Me,3.80,352,1996-8-29
60,Megan,The Trojan Women and Hippolytus,3.63,64,2002-7-17
60,Megan,Hamlet,4.02,289,2005-8-1
60,Megan,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,2005-11-1
60,Megan,Angels & Demons (Robert Langdon  #1),3.89,736,2006-4-1
60,Megan,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,3.62,260,2006-1-24
60,Megan,Fast Food Nation: What The All-American Meal is Doing to the World,3.74,384,2002-4-4
60,Megan,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,3.87,256,2004-9-14
61,Gwenneth,The Oresteia,4.02,208,2004-9-4
61,Gwenneth,CliffsNotes on Tolstoy's Anna Karenina,3.85,80,1965-11-26
61,Gwenneth,Simply Beautiful Beaded Jewelry,3.77,128,2006-3-14
61,Gwenneth,The Brooklyn Follies,3.84,306,2006-10-17
61,Gwenneth,Coming Into the Country,4.22,448,1991-4-1
61,Gwenneth,Tropic of Capricorn,3.78,348,1994-1-13
61,Gwenneth,HTML  XHTML  and CSS (Visual Quickstart Guide),3.80,456,2006-8-1
61,Gwenneth,A Shadow in Summer (Long Price Quartet  #1),3.60,331,2006-3-7
61,Gwenneth,Gorgias,3.95,208,2004-1-29
61,Gwenneth,Guidebook to Zen and the Art of Motorcycle Maintenance,3.72,408,1990-11-19
62,Yolane,Motorcycle Basics Techbook,3.85,222,2002-7-5
62,Yolane,Bakkhai,3.88,160,2001-2-22
62,Yolane,Euripides: Medea,4.04,160,2002-10-31
63,Alphonso,The Iliad/The Odyssey,4.04,1556,1999-11-1
63,Alphonso,Giving Good Weight,4.23,288,1994-4-1
63,Alphonso,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,3.62,286,2004-4-1
63,Alphonso,Alcestis,3.83,142,1990-2-1
64,Jordana,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),4.52,192,2005-7-5
64,Jordana,Antigone; Oedipus the Kingn; Electra,3.94,178,1998-9-17
64,Jordana,Jesus the Son of Man,3.98,216,1995-2-21
65,Kass,The Confusion (The Baroque Cycle  #2),4.26,815,2005-6-14
65,Kass,Dalit: The Black Untaouchables of India,4.20,100,1995-1-28
65,Kass,Travels in the Scriptorium,3.23,145,2007-1-23
65,Kass,Digging to America,3.55,277,2006-5-2
65,Kass,The Power of One: The Solo Play for Playwrights  Actors  and Directors,3.67,240,2000-2-7
65,Kass,The Fountainhead,3.87,752,2005-4-26
65,Kass,Modern Latin America,3.59,528,2004-10-7
65,Kass,The Complete Plays,4.27,420,2001-3-1
65,Kass,Moneyball: The Art of Winning an Unfair Game,4.26,317,2004-3-17
65,Kass,Oedipus Rex  (The Theban Plays  #1),3.70,75,2006-6-22
65,Kass,Eat This Book: Cooking with Global Fresh Flavors,3.92,287,2004-10-1
65,Kass,Nexus (The Rosy Crucifixion  #3),4.10,316,1994-1-13
65,Kass,The Changeling Sea,4.06,137,2003-4-14
65,Kass,The Brooklyn Follies,3.84,306,2006-10-17
65,Kass,The Untouchable,3.95,367,1998-6-30
65,Kass,The Histories,3.99,816,1997-3-25
65,Kass,The Oedipus Plays of Sophocles,3.97,390,1958-9-1
65,Kass,Golding's Lord of the Flies (Cliffs Notes),3.95,112,2000-6-13
66,Petronella,Deception Point,3.71,448,2005-8-1
66,Petronella,The Lord of the Rings (The Lord of the Rings  #1-3),4.50,1184,2004-10-21
66,Petronella,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,4.29,450,2015-3-24
67,Jenilee,In a Sunburned Country,4.07,335,2001-5-15
68,Aldrich,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,4.07,425,2004-9-2
68,Aldrich,The Alchemist,3.86,192,2006-5-2
68,Aldrich,The Good Earth (House of Earth  #1),3.98,418,2009-3-4
68,Aldrich,Lysis/Phaedrus/Symposium: Plato on Homosexuality,4.47,157,1991-12-1
68,Aldrich,Oresteia,4.02,224,1998-9-15
68,Aldrich,The Richest Man in Babylon,4.26,4,2005-6-17
68,Aldrich,Stranger in a Strange Land,3.92,528,1991-10-1
68,Aldrich,A Book of Common Prayer,3.80,272,1995-4-11
68,Aldrich,The Confusion (The Baroque Cycle  #2),4.26,815,2005-6-14
68,Aldrich,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),4.02,171,1969-5-15
68,Aldrich,On Bullshit,3.57,67,2005-1-30
68,Aldrich,The Crying of Lot 49,3.69,152,1999-4-1
68,Aldrich,V.,3.96,547,2005-7-5
68,Aldrich,Deception Point,3.71,585,2004-5-1
68,Aldrich,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,4.46,192,2003-9-1
68,Aldrich,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,3.87,256,2004-9-14
68,Aldrich,Bakkhai,3.88,160,2001-2-22
69,Berna,Tesla Papers,4.13,100,2000-12-1
69,Berna,The Known World,3.83,14,2004-6-15
69,Berna,The Essential Iliad,3.86,216,2000-9-15
69,Berna,A Shadow in Summer (Long Price Quartet  #1),3.60,331,2006-3-7
69,Berna,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,4.03,221,1955-2-15
69,Berna,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,3.97,250,2006-8-1
69,Berna,Medea,3.87,431,2002-9-16
69,Berna,Programming Ruby: The Pragmatic Programmers' Guide,4.03,828,2004-10-11
69,Berna,Last of the Amazons,3.76,400,2003-7-1
69,Berna,Eat This Book: Cooking with Global Fresh Flavors,3.92,287,2004-10-1
69,Berna,Sailing from Byzantium: How a Lost Empire Shaped the World,3.88,368,2006-7-25
70,Honor,Gita on the Green,3.78,176,2002-5-30
70,Honor,Del amor y otros demonios,3.98,176,2006-2-7
70,Honor,Dreamer of Dune: The Biography of Frank Herbert,4.01,592,2004-7-1
70,Honor,Guts: The True Stories behind Hatchet and the Brian Books,3.88,144,2001-1-23
70,Honor,Been Down So Long It Looks Like Up To Me,3.80,352,1996-8-29
70,Honor,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,4.24,381,2004-12-1
70,Honor,The Leadership Challenge,4.05,458,2003-8-7
71,Theda,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),4.02,127,2004-1-20
71,Theda,Everyday Pasta,4.09,240,2007-4-3
71,Theda,Agile Web Development with Rails: A Pragmatic Guide,3.84,558,2005-7-28
71,Theda,Jungle Love,3.41,95,2002-8-1
71,Theda,Another Bullshit Night in Suck City,3.78,347,2005-9-12
71,Theda,Liar's Poker,4.15,256,1990-10-1
71,Theda,The Da Vinci Code,3.84,467,2006-3-28
72,Solomon,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,3.94,256,1996-8-27
72,Solomon,Iliad,3.86,574,1997-3-12
72,Solomon,The Known World,3.83,576,2004-6-15
73,Tabbitha,The Illustrated Alchemist: A Fable about Following Your Dream,3.86,198,1998-11-1
73,Tabbitha,The Odyssey,3.76,515,1998-11-5
73,Tabbitha,Deception Point,3.71,448,2005-8-1
73,Tabbitha,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),3.77,540,2006-4-25
73,Tabbitha,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,3.65,288,2005-4-1
73,Tabbitha,Lincoln on Leadership: Executive Strategies for Tough Times,4.14,193,1993-2-1
73,Tabbitha,HTML  XHTML  and CSS (Visual Quickstart Guide),3.80,456,2006-8-1
73,Tabbitha,The Zahir,3.57,336,2006-7-3
73,Tabbitha,History of the Peloponnesian War: Bk. 1-2,4.32,496,1919-1-1
73,Tabbitha,The Richest Man in Babylon,4.26,194,2008-2-1
73,Tabbitha,The Odyssey,3.76,304,1999-8-1
73,Tabbitha,Treasure Island (Great Illustrated Classics),4.05,232,2006-1-31
73,Tabbitha,eBay for Dummies,3.50,386,2006-10-30
73,Tabbitha,Tropic of Cancer,3.68,318,1994-1-6
73,Tabbitha,The Odyssey,3.76,515,1998-11-5
73,Tabbitha,A Million Little Pieces,3.65,515,2005-9-22
73,Tabbitha,Gravity's Rainbow,4.01,776,2006-10-31
73,Tabbitha,Hamlet,4.02,148,2001-12-1
73,Tabbitha,The New York Trilogy,3.89,308,2006-3-28
74,Sibylle,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),4.52,192,2005-7-5
74,Sibylle,La Place de la Concorde Suisse,3.92,160,1994-4-1
74,Sibylle,Cliffs Notes on Shakespeare's Hamlet,3.69,129,2000-5-30
75,Celisse,The Air-Conditioned Nightmare,3.83,292,1970-1-17
75,Celisse,Sailing for Dummies,3.95,416,2006-6-1
75,Celisse,Wrinkles in Time,4.01,360,1994-10-1
75,Celisse,Gorgias,3.95,208,2004-1-29
75,Celisse,Memoirs of a Geisha,4.11,497,2005-12-1
75,Celisse,Iliad,3.86,574,1997-3-12
75,Celisse,The Iliad,3.86,462,2003-1-30
75,Celisse,Nikola Tesla: A Spark of Genius,3.93,144,1994-10-1
75,Celisse,Anthem,3.63,105,1999-12-1
75,Celisse,Getting Results with Curriculum Mapping,3.25,192,2004-11-15
75,Celisse,The Brooklyn Follies,3.84,306,2006-10-17
75,Celisse,Killing Yourself to Live: 85% of a True Story,3.81,245,2006-6-13
75,Celisse,Alcestis,3.83,142,1990-2-1
76,Eve,Una arruga en el tiempo – A Wrinkle in Time,4.00,205,1984-6-1
76,Eve,The Histories,3.99,653,1970-8-30
76,Eve,The Salmon of Doubt (Dirk Gently  #3),3.93,298,2005-4-26
76,Eve,Fast Food Nation: What The All-American Meal is Doing to the World,3.74,384,2002-4-4
76,Eve,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,3.78,542,2001-2-1
76,Eve,Hamlet,4.02,289,2005-8-1
76,Eve,To Sail Beyond the Sunset,3.87,434,1988-6-1
76,Eve,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3.93,336,2003-7-1
77,Stavros,The Richest Man in Babylon,4.26,194,2008-2-1
77,Stavros,The Afghan Campaign,3.96,354,2006-7-1
77,Stavros,Dune Messiah (Dune Chronicles #2),3.88,331,1987-7-15
77,Stavros,Gravity's Rainbow,4.01,776,2006-10-31
77,Stavros,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,3.68,108,1997-1-28
77,Stavros,Treasure Island (Great Illustrated Classics),4.05,232,2006-1-31
78,Rodney,ebay Timesaving Techniques for Dummies,3.39,391,2004-5-31
78,Rodney,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,4.11,397,2006-9-12
78,Rodney,Gorgias,3.95,208,2004-1-29
78,Rodney,Job: A Comedy of Justice,3.78,439,1985-10-12
78,Rodney,The Afghan Campaign,3.96,354,2006-7-1
78,Rodney,Atlas Shrugged,3.69,1168,1999-8-1
78,Rodney,The Histories,3.99,653,1970-8-30
78,Rodney,Another Bullshit Night in Suck City,3.78,347,2005-9-12
78,Rodney,Atlas Shrugged,3.69,1168,1999-8-1
78,Rodney,Shadows and Wind: A View of Modern Vietnam,3.49,400,1999-9-1
78,Rodney,The Clan of the Cave Bear (Earth's Children  #1),4.05,512,2002-6-25
78,Rodney,Libra,3.99,480,1991-5-1
78,Rodney,The Mother Tongue: English and How It Got That Way,3.93,270,1991-9-28
78,Rodney,Anthem,3.63,105,1999-12-1
78,Rodney,The Power of One: One Person  One Rule  One Month,4.28,256,2004-11-1
78,Rodney,Gorgias,3.95,208,2004-1-29
79,Deva,The Broken Wings,3.92,132,2003-3-3
79,Deva,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),4.00,255,1992-1-15
79,Deva,Liar's Poker,4.15,256,1990-10-1
79,Deva,The Door Into Summer,4.01,304,1997-6-17
79,Deva,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,3.84,249,1991-7-2
79,Deva,The Game: Penetrating the Secret Society of Pickup Artists,3.74,464,2005-9-6
79,Deva,Electra and Other Plays,4.14,218,1953-4-30
79,Deva,The Lovely Bones,3.81,532,2004-4-1
79,Deva,Long Way Round: Chasing Shadows Across the World,3.94,320,2005-11-1
79,Deva,Think and Grow Rich,4.18,368,2004-8-7
79,Deva,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,3.95,405,2003-11-26
80,Tailor,Oedipus Rex  (The Theban Plays  #1),3.70,75,2006-6-22
80,Tailor,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),4.38,815,2005-11-1
80,Tailor,The Air-Conditioned Nightmare,3.83,292,1970-1-17
80,Tailor,The Gettysburg Address,4.53,32,1998-2-2
80,Tailor,A Shadow in Summer (Long Price Quartet  #1),3.60,331,2006-3-7
80,Tailor,Kahlil Gibran: His Life and World,4.21,464,1998-4-1
80,Tailor,The Air-Conditioned Nightmare,3.83,292,1970-1-17
80,Tailor,The Leadership Challenge,4.05,458,2003-8-7
80,Tailor,The 5 Love Languages / The 5 Love Languages Journal,4.70,0,2005-1-1
80,Tailor,Slow Learner: Early Stories,3.50,193,1985-4-30
80,Tailor,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3.97,320,2006-10-17
80,Tailor,Think and Grow Rich,4.18,368,2004-8-7
80,Tailor,Le Réseau Kinakuta (Cryptonomicon  #2),4.10,418,2001-3-31
80,Tailor,On Bullshit,3.57,67,2005-1-30
80,Tailor,Rising from the Plains,4.23,208,1987-11-1
80,Tailor,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,4.08,64,2001-3-1
